mousepad,0.5.2-1,deepin-v23,,
mozc-utils-gui,2.28.4715.102+dfsg-2.3deepin1,deepin-v23,,
mpv,0.38.0-1deepin1,deepin-v23,,
mupdf,1.23.7+ds1-1,deepin-v23,,
mutt,2.2.13-1,deepin-v23,,
nemo,5.0.5-1,deepin-v23,,
neovim-runtime,0.9.4-deepin,deepin-v23,,
net.hesan.gpy,1.0.26,deepin-v23,,
network-manager-gnome,1.34.0-2,deepin-v23,,
notification-daemon,3.20.0-deepin1,deepin-v23,,
nvtop,3.0.2-1,deepin-v23,,
obs-studio,31.0.2,obs-studio,https://github.com/obsproject/obs-studio/releases/download/31.0.2/OBS-Studio-31.0.2-Ubuntu-24.04-x86_64.deb,OBS-Studio-31.0.2-Ubuntu-24.04-x86_64.deb
ocaml-interp,4.13.1-4,deepin-v23,,
okteta,0.26.6-1,deepin-v23,,
okular,23.08.1-2deepin0,deepin-v23,,
okular-extra-backends,23.08.1-2deepin0,deepin-v23,,
okular-mobile,23.08.1-2deepin0,deepin-v23,,
onboard,1.4.1.1-deepin7+rb1,deepin-v23,,
openbox,3.6.1-9+deb11u1,deepin-v23,,
openjdk-8-jre,8u422-b05-1deepin1,deepin-v23,,
opensc,0.25.1-1,deepin-v23,,
org.deepin.browser,6.5.2-1,deepin-v23,,
org.deepin.downloader,5.3.77,deepin-v23,,
org.hm1032f.jyy,,deepin-v23,,
org.szra.uosboscukey,3.28.2.4-b3,deepin-v23,,
org.szra.uoscibukey,3.30.2.4-b5,deepin-v23,,
org.szra.uoslzbukey,3.33.2.4-b5,deepin-v23,,
org.szra.uosxabukey,3.29.2.4-b5,deepin-v23,,
palapeli,21.08.0-1deepin0,deepin-v23,,
parole,4.18.0-1,deepin-v23,,
pavucontrol,5.0-2,deepin-v23,,
pavucontrol-qt,0.16.0-1,deepin-v23,,
pcmanfm,1.3.2-1,deepin-v23,,
pcmanfm-qt,0.16.0-1,deepin-v23,,
pcp-gui,6.3.1-1,deepin-v23,,
pidgin,2.14.8-1,deepin-v23,,
pipewalker,0.9.4-5,deepin-v23,,
polkit-kde-agent-1,5.23.3-1,deepin-v23,,
prerex,6.8.0-1,deepin-v23,,
printer-driver-foo2zjs-common,20200505dfsg0-2,deepin-v23,,
printer-driver-grandprinter-mfp-notcm,1.0.0-22312,deepin-v23,,
printer-driver-lanxum-ga-series,1.0.0-24157,deepin-v23,,
pterm,0.81-1,deepin-v23,,
putty,0.81-1,deepin-v23,,
python2.7,2.7.18.1-1+deepin,deepin-v23,,
python3.11,3.11.8-1,deepin-v23,,
python3.12,3.12.4-0deepin1,deepin-v23,,
qapt-deb-installer,3.0.5.2-deepin3,deepin-v23,,
qdirstat,1.8.1-3,deepin-v23,,
qemu-system-data,8.2.0+ds-1deepin8,deepin-v23,,
qlipper,5.1.2-deepin1,deepin-v23,,
qps,2.2.0-1deepin0,deepin-v23,,
qt5-assistant,5.15.8-1+dde1,deepin-v23,,
qtcreator,15.0.0~beta2-2,deepin-v23,,
qterminal,0.16.1-1,deepin-v23,,
qttools5-dev-tools,5.15.8-1+dde1,deepin-v23,,
quadrapassel,40.2-1,deepin-v23,,
quodlibet,4.6.0-3,deepin-v23,,
qv4l2,1.26.1-3deepin0,deepin-v23,,
qvidcap,1.26.1-3deepin0,deepin-v23,,
r-base-core,4.4.1-3,deepin-v23,,
reader-ty19-all,1.0.0,deepin-v23,,
recollgui,1.31.0-1deepin1+rb1,deepin-v23,,
redshift,1.12-4.2,deepin-v23,,
redshift-gtk,1.12-4.2,deepin-v23,,
remmina,1.4.34+dfsg-1,deepin-v23,,
rhythmbox,3.4.7-2,deepin-v23,,
ristretto,0.13.1-1,deepin-v23,,
rocs,21.08.0-1deepin0,deepin-v23,,
rofi,1.7.5-0.1,deepin-v23,,
sakura,3.8.8-1,deepin-v23,,
sane-start,1.1.2,deepin-v23,,
scanner-driver-avision-withtool,0.1.0-23177,deepin-v23,,
scanner-driver-founder,0.1.0-24228,deepin-v23,,
scanner-driver-microtek,2.1.2.0,deepin-v23,,
scanner-driver-zcjt,2.1.0.3,deepin-v23,,
scanux-base,3.0.15.14,deepin-v23,,
scim,1.4.18-2-deepin1+rb1,deepin-v23,,
seahorse,41.0-1+rb2,deepin-v23,,
signon-ui-x11,0.17+16.04.20151125-1,deepin-v23,,
simple-scan,44.0-1,deepin-v23,,
smplayer,22.7.0~ds0-1,deepin-v23,,
snapd,2.65.1-1,deepin-v23,,
software-properties-gtk,0.96.20.2-2.1,deepin-v23,,
software-properties-kde,0.96.20.2-2.1,deepin-v23,,
starshine-scantool,6.7.66.0-1,deepin-v23,,
stoken,0.92-1,deepin-v23,,
sweeper,21.08.0-1,deepin-v23,,
sxsscardserver,3.5.15,deepin-v23,,
synaptic,0.91.3,deepin-v23,,
sysprof,46.0-1,deepin-v23,,
termit,3.1-3,deepin-v23,,
texlive-base,2024.20241115-1deepin1,deepin-v23,,
texstudio,4.7.2+ds-2,deepin-v23,,
thunar,4.16.8-1,deepin-v23,,
thunderbird,128.3.0esr-1deepin2,deepin-v23,,
tigervnc-viewer,1.12.0+dfsg-8,deepin-v23,,
timeshift,23.07.1-1,deepin-v23,,
timidity,2.14.0-deepin1,deepin-v23,,
tint2,17.0.1-1,deepin-v23,,
toec-mpseries,2.1-7,deepin-v23,,
uget,2.2.3-2,deepin-v23,,
uim-gtk2.0,1.8.8-9.5,deepin-v23,,
uima-utils,2.10.2-4,deepin-v23,,
uos-ai,2.3.2-1,deepin-v23,,
viewnior,1.6-1deepin0,deepin-v23,,
vim-common,9.1.0777-1deepin1,deepin-v23,,
vim-gui-common,9.1.0777-1deepin1,deepin-v23,,
vino,3.22.0-6,deepin-v23,,
virt-manager,4.1.0-2,deepin-v23,,
virt-viewer,11.0-3,deepin-v23,,
virtualbox-qt,7.0.20-dfsg-1,deepin-v23,,
vlc,3.0.21-2,deepin-v23,,
vprerex,6.5.1-deepin1+rb1,deepin-v23,,
webscanserver,20240822.3.0.1933,deepin-v23,,
winmage-sane-backend,20200522-1.5.7.015,deepin-v23,,
winmage-sane-backend-dual,20240911-4.6.10.053,deepin-v23,,
wireshark,4.4.0-1,deepin-v23,,
wmgui,0.6.91-4deepin1,deepin-v23,,
wpagui,2.10-deepin1,deepin-v23,,
x11vnc,0.9.16-9,deepin-v23,,
xarchiver,0.5.4.17-3,deepin-v23,,
xball,3.0.1-2,deepin-v23,,
xdg-desktop-portal-gtk,1.10.0-3,deepin-v23,,
xfburn,0.6.2-1,deepin-v23,,
xfce4-appfinder,4.16.1-1,deepin-v23,,
xfce4-clipman,1.6.2-1,deepin-v23,,
xfce4-panel,4.16.3-1,deepin-v23,,
xfce4-session,4.16.0-1,deepin-v23,,
xfce4-settings,4.16.2-1,deepin-v23,,
xfdesktop4,4.16.0-1,deepin-v23,,
xfwm4,4.16.1-1,deepin-v23,,
xhtml2ps,1.0b7-6,deepin-v23,,
xsane,0.999-12.1,deepin-v23,,
xscreensaver,6.02+dfsg1-3,deepin-v23,,
xscreensaver-data,6.02+dfsg1-3,deepin-v23,,
xscreensaver-data-extra,6.02+dfsg1-3,deepin-v23,,
xscreensaver-gl,6.02+dfsg1-3,deepin-v23,,
xscreensaver-gl-extra,6.02+dfsg1-3,deepin-v23,,
xscreensaver-screensaver-bsod,6.02+dfsg1-3,deepin-v23,,
xscreensaver-screensaver-webcollage,6.02+dfsg1-3,deepin-v23,,
xterm,369-1,deepin-v23,,
xwayland,24.1.4-0deepin,deepin-v23,,
zaz,1.0.1-1deepin0,deepin-v23,,
zenity,4.0.2-1,deepin-v23,,
zutty,0.14.0.20230218+dfsg1-1,deepin-v23,,
